True Class,Predicted Class,Count,Error Rate
ju,eo,1,0.002380952380952381
ju,eui,1,0.002380952380952381
ju,gi,1,0.002380952380952381
ju,gong,1,0.002380952380952381
ju,il,1,0.002380952380952381
ji,da,1,0.002380952380952381
jeong,seo,1,0.002380952380952381
jeok,jang,1,0.002380952380952381
jeon,go,1,0.002380952380952381
jeok,ji,1,0.002380952380952381
jeok,seo,1,0.002380952380952381
jeok,yeo,1,0.002380952380952381
jeon,dong,1,0.002380952380952381
jeon,gi,1,0.002380952380952381
jeon,gim,1,0.002380952380952381
jeon,je,1,0.002380952380952381
jeong,sang,1,0.002380952380952381
jeon,ji,1,0.002380952380952381
jeon,wi,1,0.002380952380952381
jeong,deul,1,0.002380952380952381
jeong,eo,1,0.002380952380952381
jeong,ga,1,0.002380952380952381
jeong,ri,1,0.002380952380952381
in,bo,1,0.002380952380952381
il,yeo,1,0.002380952380952381
il,won,1,0.002380952380952381
ha,gim,1,0.002380952380952381
ha,bu,1,0.002380952380952381
ha,choe,1,0.002380952380952381
ha,dae,1,0.002380952380952381
ha,e,1,0.002380952380952381
ha,eo,1,0.002380952380952381
ha,gi,1,0.002380952380952381
ha,gu,1,0.002380952380952381
gyeong,won,1,0.002380952380952381
ha,gwa,1,0.002380952380952381
ha,ja,1,0.002380952380952381
ha,na,1,0.002380952380952381
ha,sa,1,0.002380952380952381
ha,sang,1,0.002380952380952381
ha,seo,1,0.002380952380952381
ha,bak,1,0.002380952380952381
gyeong,il,1,0.002380952380952381
il,jeong,1,0.002380952380952381
gye,jeok,1,0.002380952380952381
gwa,sa,1,0.002380952380952381
gwa,wi,1,0.002380952380952381
gye,choe,1,0.002380952380952381
gye,dae,1,0.002380952380952381
gye,i,1,0.002380952380952381
gye,ja,1,0.002380952380952381
gye,ji,1,0.002380952380952381
gyeong,gye,1,0.002380952380952381
gyeong,bak,1,0.002380952380952381
gyeong,bo,1,0.002380952380952381
gyeong,choe,1,0.002380952380952381
gyeong,eo,1,0.002380952380952381
gyeong,ga,1,0.002380952380952381
gyeong,gong,1,0.002380952380952381
ha,yeon,1,0.002380952380952381
hae,choe,1,0.002380952380952381
hae,gi,1,0.002380952380952381
i,dae,1,0.002380952380952381
hwa,guk,1,0.002380952380952381
hwa,gye,1,0.002380952380952381
hwa,na,1,0.002380952380952381
hwa,sa,1,0.002380952380952381
hwa,sang,1,0.002380952380952381
i,choe,1,0.002380952380952381
i,hae,1,0.002380952380952381
hae,i,1,0.002380952380952381
i,ji,1,0.002380952380952381
i,seo,1,0.002380952380952381
il,a,1,0.002380952380952381
il,gi,1,0.002380952380952381
il,gyeong,1,0.002380952380952381
il,i,1,0.002380952380952381
hwa,ga,1,0.002380952380952381
hwa,dong,1,0.002380952380952381
han,yeon,1,0.002380952380952381
han,won,1,0.002380952380952381
han,seong,1,0.002380952380952381
han,sang,1,0.002380952380952381
han,jang,1,0.002380952380952381
han,il,1,0.002380952380952381
han,gim,1,0.002380952380952381
han,eun,1,0.002380952380952381
han,do,1,0.002380952380952381
han,dae,1,0.002380952380952381
han,bo,1,0.002380952380952381
hae,si,1,0.002380952380952381
hae,ra,1,0.002380952380952381
hae,ji,1,0.002380952380952381
hae,je,1,0.002380952380952381
in,e,1,0.002380952380952381
